"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLEHISTORYDAMAGEDIMPACTCODE,VEHICLEHISTORYDAMAGEDIMPACTCODE,Confidential,"Code indicating the impact of the Vehicle History Damaged Code. No value is acceptable. Value list, complete: N (Negative, results in a higher premium) P (Positive, results in a lower premium) U (Unchanged, results in no change to the premium)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code indicating the impact of the Vehicle History Damaged Code. No value is acceptable. Value list, complete: N (Negative, results in a higher premium) P (Positive, results in a lower premium) U (Unchanged, results in no change to the premium)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLEHISTORYORDERDATE,VEHICLEHISTORYORDERDATE,Confidential,"The most recent date when a Vehicle History report was ordered.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The most recent date when a Vehicle History report was ordered.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLEHISTORYRATEBOOKDATE,VEHICLEHISTORYRATEBOOKDATE,Confidential,"A date populated by Ratabase when the Vehicle History Score process is requested. This date is used to look up the previous rating factors related to the vehicle history score data to determine whether the new rating has a positive, negative or neutral impact.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","A date populated by Ratabase when the Vehicle History Score process is requested. This date is used to look up the previous rating factors related to the vehicle history score data to determine whether the new rating has a positive, negative or neutral impact.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLEHISTORYTITLETRANSFERREDCODE,VEHICLEHISTORYTITLETRANSFERREDCODE,Confidential,"When numeric, this is the number of times that the vehicle title has been transferred from owner to owner. When non-numeric it is a code representing the status of the Vehicle History order for the number of title transfers. No value is acceptable. Value list, complete: 01 - 96 (Number of times that ownership of the vehicle title has been transferred) NC (Vehicle History order was not requested due to ineligibility) NH (Vehicle History response indicated a “No Hit”) NP (Vehicle History response could not be parsed, or the number of title transfers was not available) TD (Vehicle History order failed for technical reasons (such as error, timeout, exception, etc.))	

SPII
General Non PII


Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","When numeric, this is the number of times that the vehicle title has been transferred from owner to owner. When non-numeric it is a code representing the status of the Vehicle History order for the number of title transfers. No value is acceptable. Value list, complete: 01 - 96 (Number of times that ownership of the vehicle title has been transferred) NC (Vehicle History order was not requested due to ineligibility) NH (Vehicle History response indicated a “No Hit”) NP (Vehicle History response could not be parsed, or the number of title transfers was not available) TD (Vehicle History order failed for technical reasons (such as error, timeout, exception, etc.))	

SPII
General Non PII


Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLEHISTORYTITLETRANSFERREDIMPACTCODE,VEHICLEHISTORYTITLETRANSFERREDIMPACTCODE,Confidential,"Code indicating the impact of the Vehicle History Transferred Title Code. No value is acceptable. Value list, complete: N (Negative, results in a higher premium) P (Positive, results in a lower premium) U (Unchanged, results in no change to the premium)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code indicating the impact of the Vehicle History Transferred Title Code. No value is acceptable. Value list, complete: N (Negative, results in a higher premium) P (Positive, results in a lower premium) U (Unchanged, results in no change to the premium)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLELOCATION,VEHICLELOCATION,Confidential,"Code identifying if the vehicle is located on a farm. Value list, complete: F = Farm, O = Other (default).	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying if the vehicle is located on a farm. Value list, complete: F = Farm, O = Other (default).	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE,SAT_PEAK_VEHICLE,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLENUMBER,VEHICLENUMBER,Confidential,"Number assigned to each vehicle on a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Number assigned to each vehicle on a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
HUB_REFERENCE_RULE,HUB_REFERENCE_RULE,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,HUB_REFERENCE_RULE_HK,HUB_REFERENCE_RULE_HK,Confidential,,,false,true,BINARY(16),BINARY(16)
HUB_REFERENCE_RULE,HUB_REFERENCE_RULE,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,false,TIMESTAMP,TIMESTAMP
HUB_REFERENCE_RULE,HUB_REFERENCE_RULE,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
HUB_REFERENCE_RULE,HUB_REFERENCE_RULE,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,Holds business hash key for a Reference Rule table. These are reference tables that have require business rules when selecting code descriptions.,REFERENCE RULE TABLE NAME,REFERENCE_RULE_TABLE_NAME,Confidential, This is the name of the satellite table associated to this row.  ONe row should exist for each satellite table., This is the name of the satellite table associated to this row.  ONe row should exist for each satellite table.,false,false,VARCHAR(300),VARCHAR(300)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HUB_REFERENCE_RULE_HK,HUB_REFERENCE_RULE_HK,Confidential,,,true,true,BINARY(16),BINARY(16)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUS_SRC_APP_ID,BUS_SRC_APP_ID,Confidential,,,false,true,VARCHAR(8),VARCHAR(8)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LGG_CD2,LGG_CD2,Confidential,"""Code identifying the language in which the text is written. 
Value List, complete.
EN = English
ES = Spanish (Español)""
","""Code identifying the language in which the text is written. 
Value List, complete.
EN = English
ES = Spanish (Español)""
",false,true,VARCHAR(2),VARCHAR(2)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RISK_STATE_CD,RISK_STATE_CD,Confidential,"""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments.""
","""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments.""
",false,true,VARCHAR(3),VARCHAR(3)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,VEH_COV_DED_CD,VEH_COV_DED_CD,Confidential,"The deductible code of the coverage in the risk property 
","The deductible code of the coverage in the risk property 
",false,true,VARCHAR(4),VARCHAR(4)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,true,TIMESTAMP,TIMESTAMP
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PROJECT_ID,PROJECT_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PADL_DED_DES,PADL_DED_DES,Confidential,"Text description of the deductible codes (VEH_COV_DED_CD)
","Text description of the deductible codes (VEH_COV_DED_CD)
",false,false,VARCHAR(35),VARCHAR(35)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LEGACY_DED_DESC,LEGACY_DED_DESC,Confidential,,,false,false,VARCHAR(100),VARCHAR(100)
SAT_RDS_COV_DED_LIT,SAT_RDS_COV_DED_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ACTION_IND,ACTION_IND,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HUB_REFERENCE_RULE_HK,HUB_REFERENCE_RULE_HK,Confidential,,,true,true,BINARY(16),BINARY(16)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUS_SRC_APP_ID,BUS_SRC_APP_ID,Confidential,,,false,true,VARCHAR(8),VARCHAR(8)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LGG_CD2,LGG_CD2,Confidential,"""Code identifying the language in which the text is written. 
Value List, complete.
EN = English
ES = Spanish (Español)""
","""Code identifying the language in which the text is written. 
Value List, complete.
EN = English
ES = Spanish (Español)""
",false,true,VARCHAR(2),VARCHAR(2)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PA_VEH_COV_CD,PA_VEH_COV_CD,Confidential,"""Code identifying a vehicle coverage; values vary by risk state.
Value List, partial; for additional values refer to Support Table, PA_COV_MNEMONICS.
0001 = Bodily Injury 
0002 = Property Damage
0005 = Comprehensive
0053 = Emergency Road Service
0086 = UM & Underinsured Motorist""
","""Code identifying a vehicle coverage; values vary by risk state.
Value List, partial; for additional values refer to Support Table, PA_COV_MNEMONICS.
0001 = Bodily Injury 
0002 = Property Damage
0005 = Comprehensive
0053 = Emergency Road Service
0086 = UM & Underinsured Motorist""
",false,true,VARCHAR(4),VARCHAR(4)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RISK_STATE_CD,RISK_STATE_CD,Confidential,"""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments.""
","""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments.""
",false,true,VARCHAR(3),VARCHAR(3)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,VEH_COV_LIM_CD,VEH_COV_LIM_CD,Confidential,"""VEH_COV_LIM_CD
Code identifying a minimum and/or maximum limit applicable for a coverage;  values vary by risk state.
Value List, partial.
For vehicle limits for voluntary policies, refer to the Support Table, PA_LIMIT_LIT; for involuntary policies (AIP), refer to the support table, AIP_LIMIT_LIT.
000001  =  5/10
000188  =  25M/1.4
000223  =  OPT-H
000350  =  350
055000  =  55M
098000  =  98M""
","""VEH_COV_LIM_CD
Code identifying a minimum and/or maximum limit applicable for a coverage;  values vary by risk state.
Value List, partial.
For vehicle limits for voluntary policies, refer to the Support Table, PA_LIMIT_LIT; for involuntary policies (AIP), refer to the support table, AIP_LIMIT_LIT.
000001  =  5/10
000188  =  25M/1.4
000223  =  OPT-H
000350  =  350
055000  =  55M
098000  =  98M""
",false,true,VARCHAR(6),VARCHAR(6)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,true,TIMESTAMP,TIMESTAMP
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PALL_LIMIT_DES,PALL_LIMIT_DES,Confidential,"Text description of the coverage limit code (VEH_COV_LIM_CD
","Text description of the coverage limit code (VEH_COV_LIM_CD
",false,false,VARCHAR(35),VARCHAR(35)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LEGACY_LIMIT_DESC,LEGACY_LIMIT_DESC,Confidential,,,false,false,VARCHAR(100),VARCHAR(100)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LIMIT_WGT_NBR,LIMIT_WGT_NBR,Confidential,,,false,false,"NUMBER(38,)",NUMERIC(38)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PROJECT_ID,PROJECT_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_COV_LIMIT_LIT,SAT_RDS_COV_LIMIT_LIT,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ACTION_IND,ACTION_IND,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HUB_REFERENCE_RULE_HK,HUB_REFERENCE_RULE_HK,Confidential,,,true,true,BINARY(16),BINARY(16)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUS_SRC_APP_ID,BUS_SRC_APP_ID,Confidential,,,false,true,VARCHAR(8),VARCHAR(8)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LGG_CD2,LGG_CD2,Confidential,"""Code identifying the language in which the text is written. 
Value List, complete.
EN = English
ES = Spanish (Español)""
","""Code identifying the language in which the text is written. 
Value List, complete.
EN = English
ES = Spanish (Español)""
",false,true,VARCHAR(2),VARCHAR(2)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PA_VEH_COV_CD,PA_VEH_COV_CD,Confidential,"""Code identifying a vehicle coverage; values vary by risk state.
Value List, partial; for additional values refer to Support Table, PA_COV_MNEMONICS.
0001 = Bodily Injury 
0002 = Property Damage
0005 = Comprehensive
0053 = Emergency Road Service
0086 = UM & Underinsured Motorist""
","""Code identifying a vehicle coverage; values vary by risk state.
Value List, partial; for additional values refer to Support Table, PA_COV_MNEMONICS.
0001 = Bodily Injury 
0002 = Property Damage
0005 = Comprehensive
0053 = Emergency Road Service
0086 = UM & Underinsured Motorist""
",false,true,VARCHAR(4),VARCHAR(4)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RISK_STATE_CD,RISK_STATE_CD,Confidential,"""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments.""
","""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments.""
",false,true,VARCHAR(3),VARCHAR(3)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,true,TIMESTAMP,TIMESTAMP
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ACTION_IND,ACTION_IND,Confidential,,,false,false,VARCHAR(),VARCHAR()
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PVCL_VEH_COV_DES,PVCL_VEH_COV_DES,Confidential,"""Value List, partial; for additional values refer to Support Table, PA_COV_MNEMONICS.
0001 = Bodily Injury 
0002 = Property Damage
0005 = Comprehensive
0053 = Emergency Road Service
0086 = UM & Underinsured Motorist
Support Table:  
PA_COV_MNEMONICS""
","""Value List, partial; for additional values refer to Support Table, PA_COV_MNEMONICS.
0001 = Bodily Injury 
0002 = Property Damage
0005 = Comprehensive
0053 = Emergency Road Service
0086 = UM & Underinsured Motorist
Support Table:  
PA_COV_MNEMONICS""
",false,false,VARCHAR(30),VARCHAR(30)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,SHORT_COV_DES,SHORT_COV_DES,Confidential,"""SHORT_COV_DES
This is the vehicle coverage short description.
** Value list, complete.
Bodily Injury Liability  =  BI
Bodily Inj & Property Damag  =  BI&PD""
","""SHORT_COV_DES
This is the vehicle coverage short description.
** Value list, complete.
Bodily Injury Liability  =  BI
Bodily Inj & Property Damag  =  BI&PD""
",false,false,VARCHAR(7),VARCHAR(7)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,COV_POS,COV_POS,Confidential,,,false,false,VARCHAR(3),VARCHAR(3)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LEGACY_COV_BACS_CD,LEGACY_COV_BACS_CD,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LEGACY_COV_DESC,LEGACY_COV_DESC,Confidential,,,false,false,VARCHAR(30),VARCHAR(30)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,DSPLY_LEVEL_CD,DSPLY_LEVEL_CD,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,STATED_AMT_IND,STATED_AMT_IND,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,NON_DED_DESC_IND,NON_DED_DESC_IND,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_COV_MNEMONICS,SAT_RDS_COV_MNEMONICS,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PROJECT_ID,PROJECT_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HUB_REFERENCE_RULE_HK,HUB_REFERENCE_RULE_HK,Confidential,,,true,true,BINARY(16),BINARY(16)
