"Table Name","Column Name","Column Data_Type","Data Source Column/Data Movement Column Name","Data Source Column/Data Movement Column Physical_Data_Type","Data Source Table/Data Movement Table Name","Data Source Object Name","Data Source Object Data_Source_Import_Type","Data Source Object Data_Source_Server","Data Source Object Data_Source_System","Data Source Object Data_Source_Type",
RISK_RATINGINFORMATION,RISK_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,RISK_DELETED,BOOLEAN,,,,,,,,,
RISK_RATINGINFORMATION,COVERAGE_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,COVERAGE_DELETED,BOOLEAN,,,,,,,,,
RISK_RATINGINFORMATION,RATINGINFORMATION_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,BALANCETOPOLICYMINIMUMPREMIUM,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,BALANCETOVEHICLEMINIMUMPREMIUM,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,BUREAUPREMIUM,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,CALCULATEDPREMIUMFACTOR,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,COVERAGERATEBOOKDATE,DATE,,,,,,,,,
RISK_RATINGINFORMATION,CUSTOMIZATIONDOLLARAMOUNT,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,MONTHLYCOUNTEROFNEWRATEREVISION,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,POLICYEXPENSEFEE,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,RATEGEN,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,VALUATIONAMOUNT,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,VALUATIONTYPE,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,VEHICLEEXPENSEFEE,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
RISK_RATINGINFORMATION,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
RISK_RATINGINFORMATION,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
TRANSACTION,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
TRANSACTION,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,INCLUDEDELETED,BOOLEAN,,,,,,,,,
TRANSACTION,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
TRANSACTION,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,DATA_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,POLICYADMIN_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,TRANSACTIONS_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,TRANSACTION_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,CHARGE,FLOAT,,,,,,,,,
TRANSACTION,COMMITFAILURE,BOOLEAN,,,,,,,,,
TRANSACTION,COMMITSTATUS,VARCHAR(16777216),,,,,,,,,
TRANSACTION,CONVERTEDTRANSACTIONTYPE,VARCHAR(16777216),,,,,,,,,
TRANSACTION,CREATEDDATE,TIMESTAMP_NTZ(9),,,,,,,,,
TRANSACTION,CREATEDUSER,VARCHAR(16777216),,,,,,,,,
TRANSACTION,DEPRECATEDBY,VARCHAR(16777216),,,,,,,,,
TRANSACTION,DESTINATIONPOLICYID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,EFFECTIVEDATE,DATE,,,,,,,,,
TRANSACTION,EXPIRATIONDATE,DATE,,,,,,,,,
TRANSACTION,GLOBALBUSINESSPROCESSID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,HISTORYID,"NUMBER(38,0)",,,,,,,,,
TRANSACTION,ISOUTOFSEQUENCE,VARCHAR(16777216),,,,,,,,,
TRANSACTION,ISSUEDDATE,TIMESTAMP_NTZ(9),,,,,,,,,
TRANSACTION,ISSUEDUSERNAME,VARCHAR(16777216),,,,,,,,,
TRANSACTION,ISVISIBLETOCUSTOMER,VARCHAR(16777216),,,,,,,,,
TRANSACTION,NEWPREMIUM,FLOAT,,,,,,,,,
TRANSACTION,OFFSETDATE,DATE,,,,,,,,,
TRANSACTION,ONSETBY,VARCHAR(16777216),,,,,,,,,
TRANSACTION,ORIGINALCHARGE,FLOAT,,,,,,,,,
TRANSACTION,ORIGINALEFFECTIVEDATE,DATE,,,,,,,,,
TRANSACTION,ORIGINALID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,POLICYMANUSCRIPTID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,POLICYNUMBER,VARCHAR(16777216),,,,,,,,,
TRANSACTION,POLICYSTATUS,VARCHAR(16777216),,,,,,,,,
TRANSACTION,PREVIOUSHISTORYID,"NUMBER(38,0)",,,,,,,,,
TRANSACTION,PRIORPREMIUM,FLOAT,,,,,,,,,
TRANSACTION,PRODUCT,VARCHAR(16777216),,,,,,,,,
TRANSACTION,PRODUCTISREADONLY,BOOLEAN,,,,,,,,,
TRANSACTION,PRORATEFACTOR,FLOAT,,,,,,,,,
TRANSACTION,QUOTETYPE,VARCHAR(16777216),,,,,,,,,
TRANSACTION,RATINGACTIVITYID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,REPLACEMENTID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,REVISIONOF,VARCHAR(16777216),,,,,,,,,
TRANSACTION,SCHEDULEDATE,DATE,,,,,,,,,
TRANSACTION,SHORTRATEFACTOR,FLOAT,,,,,,,,,
TRANSACTION,SOURCEPOLICYID,VARCHAR(16777216),,,,,,,,,
TRANSACTION,STATE,VARCHAR(16777216),,,,,,,,,
TRANSACTION,STATUS,VARCHAR(16777216),,,,,,,,,
TRANSACTION,STATUSUSER,VARCHAR(16777216),,,,,,,,,
TRANSACTION,STATUSUSERCONTEXT,VARCHAR(16777216),,,,,,,,,
TRANSACTION,TERMEFFECTIVEDATE,DATE,,,,,,,,,
TRANSACTION,TERMPREMIUM,FLOAT,,,,,,,,,
TRANSACTION,TRANSACTIONDATE,TIMESTAMP_NTZ(9),,,,,,,,,
TRANSACTION,TYPE,VARCHAR(16777216),,,,,,,,,
TRANSACTION,TYPECAPTION,VARCHAR(16777216),,,,,,,,,
TRANSACTION,WAIVECHARGECHECK,BOOLEAN,,,,,,,,,
TRANSACTION,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
TRANSACTION,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
TRANSACTION,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,INCLUDEDELETED,BOOLEAN,,,,,,,,,
TRANSACTION_REASONS,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,DATA_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,POLICY_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,POLICYADMIN_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,TRANSACTIONS_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,TRANSACTION_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,REASONS_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,REASON_ID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,CODE,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,DESCRIPTION,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,REFERENCEID,VARCHAR(16777216),,,,,,,,,
TRANSACTION_REASONS,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
TRANSACTION_REASONS,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
TRANSACTION_REASONS,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
VEHICLE,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
VEHICLE,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
VEHICLE,INCLUDEDELETED,BOOLEAN,,,,,,,,,
VEHICLE,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
VEHICLE,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE,DATA_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE,POLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE,LINE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE,LINE_CHANGE,FLOAT,,,,,,,,,
VEHICLE,LINE_WRITTEN,FLOAT,,,,,,,,,
VEHICLE,RISK_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE,RISK_DELETED,BOOLEAN,,,,,,,,,
VEHICLE,VEHICLE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLE_DELETED,BOOLEAN,,,,,,,,,
VEHICLE,ACTION,VARCHAR(16777216),,,,,,,,,
VEHICLE,ASSIGNEDDRIVER,VARCHAR(16777216),,,,,,,,,
VEHICLE,EFFECTIVEDATE,DATE,,,,,,,,,
VEHICLE,EFFECTIVETYPECODE,VARCHAR(16777216),,,,,,,,,
VEHICLE,LASTCHANGEDACTION,VARCHAR(16777216),,,,,,,,,
VEHICLE,LASTCHANGEDDATE,DATE,,,,,,,,,
VEHICLE,REASONAMENDMENTCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE,REMOVALREASON,VARCHAR(16777216),,,,,,,,,
VEHICLE,REMOVEDDATE,DATE,,,,,,,,,
VEHICLE,REPLACEDVEHICLEID,VARCHAR(16777216),,,,,,,,,
VEHICLE,REPLACEDVIN,VARCHAR(16777216),,,,,,,,,
VEHICLE,STORAGEPLAN,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLEHISTORYDAMAGEDCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLEHISTORYDAMAGEDIMPACTCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLEHISTORYORDERDATE,DATE,,,,,,,,,
VEHICLE,VEHICLEHISTORYRATEBOOKDATE,DATE,,,,,,,,,
VEHICLE,VEHICLEHISTORYTITLETRANSFERREDCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLEHISTORYTITLETRANSFERREDIMPACTCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLELOCATION,VARCHAR(16777216),,,,,,,,,
VEHICLE,VEHICLENUMBER,"NUMBER(38,0)",,,,,,,,,
VEHICLE,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
VEHICLE,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
VEHICLE,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,INCLUDEDELETED,BOOLEAN,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,DATA_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,POLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,LINE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,LINE_CHANGE,FLOAT,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,LINE_WRITTEN,FLOAT,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,RISK_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,RISK_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,VEHICLE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,VEHICLE_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,REGISTRATIONOWNERSHIP_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,REGISTRATIONOWNERSHIP_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,BUSINESSOWNERCLIENTKEY,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,BUSINESSOWNERINDICATOR,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,CONTENTSVALUE,FLOAT,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,COOWNER,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,COSTNEW,FLOAT,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,ISNEWVEHICLE,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,ORIGINALOWNER,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,OWNER,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,OWNERSHIPTYPE,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,PURCHASEDATE,DATE,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,PURCHASEPRICE,FLOAT,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,REGISTEREDSTATE,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,TAGNUMBER,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,TAGSURRENDERDATE,DATE,,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,VEHICLEAGE,VARCHAR(16777216),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
VEHICLE_REGISTRATIONOWNERSHIP,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,INCLUDEDELETED,BOOLEAN,,,,,,,,,
VEHICLE_USAGEDETAILS,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,DATA_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,POLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,LINE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,LINE_CHANGE,FLOAT,,,,,,,,,
VEHICLE_USAGEDETAILS,LINE_WRITTEN,FLOAT,,,,,,,,,
VEHICLE_USAGEDETAILS,RISK_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,RISK_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_USAGEDETAILS,VEHICLE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,VEHICLE_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_USAGEDETAILS,USAGEDETAILS_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,USAGEDETAILS_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_USAGEDETAILS,ALLOTHERCLASSINDICATOR,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,ANNUALMILEAGERANGE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,BUSINESSUSAGEPERCENTAGE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,BUSINESSUSAGETYPE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,CALCULATEDCOMMUTEMILEAGE,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,DAYSTOSCHOOL,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,DAYSTOWORK,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,ESTIMATEDANNUALMILEAGE,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,EXCESSVEHICLEINDICATOR,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,ISACCEPTABLEBUSINESSUSAGE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,ISVEHICLEELIGIBLE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,MILESTOSCHOOL,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,MILESTOWORK,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,ODOMETERDATE,DATE,,,,,,,,,
VEHICLE_USAGEDETAILS,ODOMETERREADING,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,PRIORTERMANNUALMILEAGE,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,RATINGVEHICLEUSE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,RVDAYSOFUSE,"NUMBER(38,0)",,,,,,,,,
VEHICLE_USAGEDETAILS,USAGE,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,WASUSAGECHANGED,VARCHAR(16777216),,,,,,,,,
VEHICLE_USAGEDETAILS,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
VEHICLE_USAGEDETAILS,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
VEHICLE_USAGEDETAILS,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,INCLUDEDELETED,BOOLEAN,,,,,,,,,
VEHICLE_VINSYMBOL,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,DATA_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,POLICY_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LINE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LINE_CHANGE,FLOAT,,,,,,,,,
VEHICLE_VINSYMBOL,LINE_WRITTEN,FLOAT,,,,,,,,,
VEHICLE_VINSYMBOL,RISK_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,RISK_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_VINSYMBOL,VEHICLE_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,VEHICLE_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_VINSYMBOL,VINSYMBOL_ID,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,VINSYMBOL_DELETED,BOOLEAN,,,,,,,,,
VEHICLE_VINSYMBOL,ANTILOCKBRAKES,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,ANTILOCKBRAKETYPE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,ANTITHEFTDEVICE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,CLASSASSIGNMETHOD,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,CLASSCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,COLLISIONSYMBOL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,COLLISIONSYMBOLOVERRIDE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,COMPREHENSIVESYMBOL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,COMPREHENSIVESYMBOLOVERRIDE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,COSTNEWWITHCUSTOMIZATIONS,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,DAYTIMERUNNINGLIGHTS,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,DESCRIPTION,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,ENGINETYPE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,HASFAILEDVINVALIDATION,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,HIGHTHEFTVEHICLE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,ISOBODYSTYLE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LASTCHANGEDCOLLISIONSYMBOL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LASTCHANGEDCOMPREHENSIVESYMBOL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LASTCHANGEDLIABILITYSYMBOL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LEGACYVEHICLETYPECODE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LIABILITYSYMBOL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,LIABILITYSYMBOLOVERRIDE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,MAKE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,MODEL,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,PASSIVERESTRAINTDEVICE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,PERFORMANCE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,VEHICLERATINGCODE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,VEHICLETYPE,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,VIN,VARCHAR(16777216),,,,,,,,,
VEHICLE_VINSYMBOL,VINEDITOVERRIDE,VARCHAR(16777216),,,,,,,,,
LNK_POLICY_HAS_VEHICLE_COVERAGE,POLICY_HK,BINARY(),POLICY_NUMBER,VARCHAR(16777216),RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
LNK_POLICY_HAS_VEHICLE_COVERAGE,VEHICLE_HK,BINARY(16),RISK_ID,VARCHAR(16777216),RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
LNK_POLICY_HAS_VEHICLE_COVERAGE,COVERAGE_HK,BINARY(16),COVERAGECODE,VARCHAR(16777216),RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
LNK_POLICY_HAS_VEHICLE_COVERAGE,COVERAGE_HK,BINARY(16),DEDUCTIBLECODE,VARCHAR(16777216),RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
LNK_POLICY_HAS_VEHICLE_COVERAGE,COVERAGE_HK,BINARY(16),LIMITCODE,,RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
LNK_POLICY_HAS_VEHICLE_COVERAGE,COVERAGE_HK,BINARY(16),PRIMARYRATINGSTATE,VARCHAR(16777216),POLICY,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
LNK_POLICY_HAS_VEHICLE_COVERAGE,POLICY_HAS_VEHICLE_COVERAGE_HK,BINARY(16),,,,,,,,,
LNK_POLICY_HAS_VEHICLE_COVERAGE,LOAD_TIMESTAMP,TIMESTAMP,,,,,,,,,
LNK_POLICY_HAS_VEHICLE_COVERAGE,RECORD_SOURCE,VARCHAR(100),VEHICLE_ID,VARCHAR(16777216),VEHICLE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_VEHICLE,LOAD_TIMESTAMP,TIMESTAMP,,,,,,,,,
HUB_VEHICLE,RECORD_SOURCE,VARCHAR(100),,,,,,,,,
HUB_VEHICLE,VEHICLE_HK,BINARY(16),VEHICLE_ID,VARCHAR(16777216),VEHICLE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_VEHICLE,VEHICLE_NK,VARCHAR(16777216),VEHICLE_ID,VARCHAR(16777216),VEHICLE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_LINE,LOAD_TIMESTAMP,TIMESTAMP,,,,,,,,,
HUB_LINE,RECORD_SOURCE,VARCHAR(100),,,,,,,,,
HUB_LINE,LINE_HK,BINARY(16),,,,,,,,,
HUB_LINE,LINE_ID,VARCHAR(250),LINE_ID,VARCHAR(16777216),LINE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_COVERAGE,LOAD_TIMESTAMP,TIMESTAMP,,,,,,,,,
HUB_COVERAGE,RECORD_SOURCE,VARCHAR(100),,,,,,,,,
HUB_COVERAGE,COVERAGE_HK,BINARY(16),,,,,,,,,
HUB_COVERAGE,COVERAGE_CODE,VARCHAR(20),COVERAGECODE,VARCHAR(16777216),RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_COVERAGE,LIMIT_CODE,VARCHAR(20),LIMITCODE,,RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_COVERAGE,DEDUCTIBLE_CODE,VARCHAR(20),DEDUCTIBLECODE,VARCHAR(16777216),RISK_COVERAGE,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
HUB_COVERAGE,STATE_CODE,VARCHAR(20),PRIMARYRATINGSTATE,VARCHAR(16777216),POLICY,DV_POLICY_CONFORMED_PEAK,,WH_DBTVAULT_1,DV_POLICY_CONFORMED.PEAK,Relational,
SAT_PEAK_LINE,LOAD_TIMESTAMP,TIMESTAMP,,,,,,,,,
SAT_PEAK_LINE,RECORD_SOURCE,VARCHAR(100),,,,,,,,,
SAT_PEAK_LINE,HASHDIFF,BINARY(16),,,,,,,,,
SAT_PEAK_LINE,EFFECTIVE_TIMESTAMP,TIMESTAMP,,,,,,,,,
SAT_PEAK_LINE,LINE_HK,BINARY(16),,,,,,,,,
